date,geography,variable,estimate,geography_type,share,metric,grouping,moe,share_moe,estimate_moe
2020-01-01,98006,HEV (Hybrid Electric Vehicle),16,Zipcode,0.05860805860805861,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98006,ICE (Internal Combustion Engine),223,Zipcode,0.8168498168498168,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98006,PHEV (Plug-in Hybrid Electric Vehicle),2,Zipcode,0.007326007326007326,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98007,BEV (Battery Electric Vehicle),16,Zipcode,0.06177606177606178,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98007,HEV (Hybrid Electric Vehicle),15,Zipcode,0.05791505791505792,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98007,ICE (Internal Combustion Engine),228,Zipcode,0.8803088803088803,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98008,BEV (Battery Electric Vehicle),27,Zipcode,0.15517241379310345,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98008,HEV (Hybrid Electric Vehicle),14,Zipcode,0.08045977011494253,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98008,ICE (Internal Combustion Engine),130,Zipcode,0.7471264367816092,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98008,PHEV (Plug-in Hybrid Electric Vehicle),3,Zipcode,0.017241379310344827,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98010,BEV (Battery Electric Vehicle),3,Zipcode,0.07142857142857142,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98010,ICE (Internal Combustion Engine),39,Zipcode,0.9285714285714286,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98011,BEV (Battery Electric Vehicle),17,Zipcode,0.10625,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98011,HEV (Hybrid Electric Vehicle),11,Zipcode,0.06875,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98011,ICE (Internal Combustion Engine),130,Zipcode,0.8125,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98011,PHEV (Plug-in Hybrid Electric Vehicle),2,Zipcode,0.0125,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98012,BEV (Battery Electric Vehicle),38,Zipcode,0.07293666026871401,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98012,HEV (Hybrid Electric Vehicle),26,Zipcode,0.04990403071017274,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98012,ICE (Internal Combustion Engine),454,Zipcode,0.8714011516314779,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98012,PHEV (Plug-in Hybrid Electric Vehicle),3,Zipcode,0.005758157389635317,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98014,BEV (Battery Electric Vehicle),4,Zipcode,0.08,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98014,HEV (Hybrid Electric Vehicle),7,Zipcode,0.14,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98014,ICE (Internal Combustion Engine),39,Zipcode,0.78,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98019,BEV (Battery Electric Vehicle),9,Zipcode,0.10975609756097561,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98019,HEV (Hybrid Electric Vehicle),4,Zipcode,0.04878048780487805,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98019,ICE (Internal Combustion Engine),68,Zipcode,0.8292682926829268,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98019,PHEV (Plug-in Hybrid Electric Vehicle),1,Zipcode,0.012195121951219513,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98020,BEV (Battery Electric Vehicle),10,Zipcode,0.07092198581560284,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98020,HEV (Hybrid Electric Vehicle),13,Zipcode,0.09219858156028368,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98020,ICE (Internal Combustion Engine),116,Zipcode,0.8226950354609929,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98020,PHEV (Plug-in Hybrid Electric Vehicle),2,Zipcode,0.014184397163120567,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98021,BEV (Battery Electric Vehicle),20,Zipcode,0.09345794392523364,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98021,HEV (Hybrid Electric Vehicle),14,Zipcode,0.06542056074766354,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98021,ICE (Internal Combustion Engine),177,Zipcode,0.8271028037383178,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98021,PHEV (Plug-in Hybrid Electric Vehicle),3,Zipcode,0.014018691588785047,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98022,BEV (Battery Electric Vehicle),2,Zipcode,0.013513513513513514,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98022,HEV (Hybrid Electric Vehicle),4,Zipcode,0.02702702702702703,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98022,ICE (Internal Combustion Engine),142,Zipcode,0.9594594594594594,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98023,BEV (Battery Electric Vehicle),13,Zipcode,0.045936395759717315,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98023,HEV (Hybrid Electric Vehicle),10,Zipcode,0.0353356890459364,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98023,ICE (Internal Combustion Engine),259,Zipcode,0.9151943462897526,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98023,PHEV (Plug-in Hybrid Electric Vehicle),1,Zipcode,0.0035335689045936395,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98024,BEV (Battery Electric Vehicle),7,Zipcode,0.15217391304347827,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98024,HEV (Hybrid Electric Vehicle),2,Zipcode,0.043478260869565216,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98024,ICE (Internal Combustion Engine),37,Zipcode,0.8043478260869565,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98026,BEV (Battery Electric Vehicle),15,Zipcode,0.07142857142857142,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98026,HEV (Hybrid Electric Vehicle),10,Zipcode,0.047619047619047616,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98026,ICE (Internal Combustion Engine),183,Zipcode,0.8714285714285714,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98026,PHEV (Plug-in Hybrid Electric Vehicle),2,Zipcode,0.009523809523809525,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98027,BEV (Battery Electric Vehicle),15,Zipcode,0.06912442396313365,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98027,HEV (Hybrid Electric Vehicle),11,Zipcode,0.05069124423963134,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98027,ICE (Internal Combustion Engine),191,Zipcode,0.880184331797235,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98028,BEV (Battery Electric Vehicle),14,Zipcode,0.08484848484848485,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98028,HEV (Hybrid Electric Vehicle),8,Zipcode,0.048484848484848485,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98028,ICE (Internal Combustion Engine),142,Zipcode,0.8606060606060606,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98028,PHEV (Plug-in Hybrid Electric Vehicle),1,Zipcode,0.006060606060606061,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98029,BEV (Battery Electric Vehicle),23,Zipcode,0.09465020576131687,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98029,HEV (Hybrid Electric Vehicle),13,Zipcode,0.053497942386831275,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98029,ICE (Internal Combustion Engine),205,Zipcode,0.8436213991769548,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98029,PHEV (Plug-in Hybrid Electric Vehicle),2,Zipcode,0.00823045267489712,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98030,BEV (Battery Electric Vehicle),11,Zipcode,0.06358381502890173,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98030,HEV (Hybrid Electric Vehicle),14,Zipcode,0.08092485549132948,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98030,ICE (Internal Combustion Engine),148,Zipcode,0.8554913294797688,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98031,BEV (Battery Electric Vehicle),10,Zipcode,0.04291845493562232,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98031,HEV (Hybrid Electric Vehicle),20,Zipcode,0.08583690987124463,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98031,ICE (Internal Combustion Engine),203,Zipcode,0.871244635193133,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98032,BEV (Battery Electric Vehicle),2,Zipcode,0.01,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98032,HEV (Hybrid Electric Vehicle),19,Zipcode,0.095,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98032,ICE (Internal Combustion Engine),178,Zipcode,0.89,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98032,PHEV (Plug-in Hybrid Electric Vehicle),1,Zipcode,0.005,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98033,BEV (Battery Electric Vehicle),45,Zipcode,0.12430939226519337,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98033,HEV (Hybrid Electric Vehicle),14,Zipcode,0.03867403314917127,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98033,ICE (Internal Combustion Engine),299,Zipcode,0.8259668508287292,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98033,PHEV (Plug-in Hybrid Electric Vehicle),4,Zipcode,0.011049723756906077,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98034,BEV (Battery Electric Vehicle),34,Zipcode,0.10461538461538461,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98034,HEV (Hybrid Electric Vehicle),15,Zipcode,0.046153846153846156,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98034,ICE (Internal Combustion Engine),274,Zipcode,0.8430769230769231,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98034,PHEV (Plug-in Hybrid Electric Vehicle),2,Zipcode,0.006153846153846154,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98035,ICE (Internal Combustion Engine),1,Zipcode,1,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98036,BEV (Battery Electric Vehicle),15,Zipcode,0.07009345794392523,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98036,HEV (Hybrid Electric Vehicle),13,Zipcode,0.06074766355140187,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98036,ICE (Internal Combustion Engine),186,Zipcode,0.8691588785046729,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98037,BEV (Battery Electric Vehicle),4,Zipcode,0.028169014084507043,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98037,HEV (Hybrid Electric Vehicle),14,Zipcode,0.09859154929577464,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98037,ICE (Internal Combustion Engine),124,Zipcode,0.8732394366197183,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98038,BEV (Battery Electric Vehicle),11,Zipcode,0.048458149779735685,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98038,HEV (Hybrid Electric Vehicle),9,Zipcode,0.039647577092511016,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98038,ICE (Internal Combustion Engine),207,Zipcode,0.9118942731277533,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98039,BEV (Battery Electric Vehicle),6,Zipcode,0.16216216216216217,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98039,HEV (Hybrid Electric Vehicle),1,Zipcode,0.02702702702702703,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98039,ICE (Internal Combustion Engine),30,Zipcode,0.8108108108108109,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98040,BEV (Battery Electric Vehicle),32,Zipcode,0.15384615384615385,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98040,HEV (Hybrid Electric Vehicle),5,Zipcode,0.02403846153846154,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98040,ICE (Internal Combustion Engine),170,Zipcode,0.8173076923076923,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98040,PHEV (Plug-in Hybrid Electric Vehicle),1,Zipcode,0.004807692307692308,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98042,BEV (Battery Electric Vehicle),12,Zipcode,0.0410958904109589,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98042,HEV (Hybrid Electric Vehicle),14,Zipcode,0.04794520547945205,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98042,ICE (Internal Combustion Engine),264,Zipcode,0.9041095890410958,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98042,PHEV (Plug-in Hybrid Electric Vehicle),2,Zipcode,0.00684931506849315,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98043,BEV (Battery Electric Vehicle),7,Zipcode,0.06306306306306306,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98043,HEV (Hybrid Electric Vehicle),4,Zipcode,0.036036036036036036,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98043,ICE (Internal Combustion Engine),99,Zipcode,0.8918918918918919,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98043,PHEV (Plug-in Hybrid Electric Vehicle),1,Zipcode,0.009009009009009009,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98045,BEV (Battery Electric Vehicle),11,Zipcode,0.09166666666666666,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98045,HEV (Hybrid Electric Vehicle),8,Zipcode,0.06666666666666667,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98045,ICE (Internal Combustion Engine),98,Zipcode,0.8166666666666667,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98045,PHEV (Plug-in Hybrid Electric Vehicle),3,Zipcode,0.025,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98046,ICE (Internal Combustion Engine),1,Zipcode,1,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98047,BEV (Battery Electric Vehicle),1,Zipcode,0.027777777777777776,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98047,ICE (Internal Combustion Engine),35,Zipcode,0.9722222222222222,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98050,ICE (Internal Combustion Engine),6,Zipcode,1,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98051,BEV (Battery Electric Vehicle),3,Zipcode,0.09375,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98051,HEV (Hybrid Electric Vehicle),1,Zipcode,0.03125,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98051,ICE (Internal Combustion Engine),28,Zipcode,0.875,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98052,BEV (Battery Electric Vehicle),76,Zipcode,0.1237785016286645,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98052,HEV (Hybrid Electric Vehicle),28,Zipcode,0.04560260586319218,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98052,ICE (Internal Combustion Engine),504,Zipcode,0.8208469055374593,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98052,PHEV (Plug-in Hybrid Electric Vehicle),6,Zipcode,0.009771986970684038,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98053,BEV (Battery Electric Vehicle),27,Zipcode,0.15083798882681565,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98053,HEV (Hybrid Electric Vehicle),17,Zipcode,0.09497206703910614,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98053,ICE (Internal Combustion Engine),133,Zipcode,0.7430167597765364,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98053,PHEV (Plug-in Hybrid Electric Vehicle),2,Zipcode,0.0111731843575419,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98055,BEV (Battery Electric Vehicle),7,Zipcode,0.04861111111111111,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98055,HEV (Hybrid Electric Vehicle),11,Zipcode,0.0763888888888889,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98055,ICE (Internal Combustion Engine),126,Zipcode,0.875,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98056,BEV (Battery Electric Vehicle),15,Zipcode,0.06880733944954129,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98056,HEV (Hybrid Electric Vehicle),15,Zipcode,0.06880733944954129,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98056,ICE (Internal Combustion Engine),187,Zipcode,0.8577981651376146,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98056,PHEV (Plug-in Hybrid Electric Vehicle),1,Zipcode,0.0045871559633027525,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98057,BEV (Battery Electric Vehicle),11,Zipcode,0.024070021881838075,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98057,HEV (Hybrid Electric Vehicle),11,Zipcode,0.024070021881838075,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98057,ICE (Internal Combustion Engine),435,Zipcode,0.9518599562363238,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98058,BEV (Battery Electric Vehicle),10,Zipcode,0.045871559633027525,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98058,HEV (Hybrid Electric Vehicle),14,Zipcode,0.06422018348623854,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98058,ICE (Internal Combustion Engine),193,Zipcode,0.8853211009174312,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98058,PHEV (Plug-in Hybrid Electric Vehicle),1,Zipcode,0.0045871559633027525,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98059,BEV (Battery Electric Vehicle),18,Zipcode,0.06766917293233082,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98059,HEV (Hybrid Electric Vehicle),14,Zipcode,0.05263157894736842,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98059,ICE (Internal Combustion Engine),233,Zipcode,0.8759398496240601,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98059,PHEV (Plug-in Hybrid Electric Vehicle),1,Zipcode,0.0037593984962406013,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98065,BEV (Battery Electric Vehicle),16,Zipcode,0.11764705882352941,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98065,HEV (Hybrid Electric Vehicle),4,Zipcode,0.029411764705882353,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98065,ICE (Internal Combustion Engine),114,Zipcode,0.8382352941176471,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98065,PHEV (Plug-in Hybrid Electric Vehicle),2,Zipcode,0.014705882352941176,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98068,ICE (Internal Combustion Engine),1,Zipcode,1,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98070,BEV (Battery Electric Vehicle),8,Zipcode,0.13114754098360656,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98070,HEV (Hybrid Electric Vehicle),7,Zipcode,0.11475409836065574,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98070,ICE (Internal Combustion Engine),46,Zipcode,0.7540983606557377,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98072,BEV (Battery Electric Vehicle),18,Zipcode,0.09836065573770492,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98072,HEV (Hybrid Electric Vehicle),6,Zipcode,0.03278688524590164,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98072,ICE (Internal Combustion Engine),157,Zipcode,0.8579234972677595,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98072,PHEV (Plug-in Hybrid Electric Vehicle),2,Zipcode,0.01092896174863388,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98074,BEV (Battery Electric Vehicle),36,Zipcode,0.1572052401746725,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98074,HEV (Hybrid Electric Vehicle),7,Zipcode,0.03056768558951965,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98074,ICE (Internal Combustion Engine),185,Zipcode,0.8078602620087336,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98074,PHEV (Plug-in Hybrid Electric Vehicle),1,Zipcode,0.004366812227074236,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98075,BEV (Battery Electric Vehicle),36,Zipcode,0.16071428571428573,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98075,HEV (Hybrid Electric Vehicle),12,Zipcode,0.05357142857142857,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98075,ICE (Internal Combustion Engine),175,Zipcode,0.78125,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98075,PHEV (Plug-in Hybrid Electric Vehicle),1,Zipcode,0.004464285714285714,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98077,BEV (Battery Electric Vehicle),18,Zipcode,0.14285714285714285,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98077,HEV (Hybrid Electric Vehicle),5,Zipcode,0.03968253968253968,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98077,ICE (Internal Combustion Engine),102,Zipcode,0.8095238095238095,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98077,PHEV (Plug-in Hybrid Electric Vehicle),1,Zipcode,0.007936507936507936,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98087,BEV (Battery Electric Vehicle),9,Zipcode,0.04245283018867924,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98087,HEV (Hybrid Electric Vehicle),10,Zipcode,0.04716981132075472,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98087,ICE (Internal Combustion Engine),192,Zipcode,0.9056603773584906,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98087,PHEV (Plug-in Hybrid Electric Vehicle),1,Zipcode,0.0047169811320754715,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98092,BEV (Battery Electric Vehicle),11,Zipcode,0.038461538461538464,New Vehicle Registrations,All,NA,NA,NA
2020-01-01,98092,HEV (Hybrid Electric Vehicle),15,Zipcode,0.05244755244755245,New Vehicle Registrations,All,NA,NA,NA
