date,data_year,geography,geography_type,variable,metric,estimate,grouping
12/1/1990,1990,Region,PSRC Region,Observed,Vehicle Miles Traveled,"62,145,000",Total
12/1/1991,1991,Region,PSRC Region,Observed,Vehicle Miles Traveled,"63,553,000",Total
12/1/1992,1992,Region,PSRC Region,Observed,Vehicle Miles Traveled,"64,972,000",Total
12/1/1993,1993,Region,PSRC Region,Observed,Vehicle Miles Traveled,"67,215,000",Total
12/1/1994,1994,Region,PSRC Region,Observed,Vehicle Miles Traveled,"68,246,000",Total
12/1/1995,1995,Region,PSRC Region,Observed,Vehicle Miles Traveled,"71,701,000",Total
12/1/1996,1996,Region,PSRC Region,Observed,Vehicle Miles Traveled,"71,500,000",Total
12/1/1997,1997,Region,PSRC Region,Observed,Vehicle Miles Traveled,"74,540,000",Total
12/1/1998,1998,Region,PSRC Region,Observed,Vehicle Miles Traveled,"75,930,000",Total
12/1/1999,1999,Region,PSRC Region,Observed,Vehicle Miles Traveled,"77,355,000",Total
12/1/2000,2000,Region,PSRC Region,Observed,Vehicle Miles Traveled,"78,411,000",Total
12/1/2001,2001,Region,PSRC Region,Observed,Vehicle Miles Traveled,"78,222,000",Total
12/1/2002,2002,Region,PSRC Region,Observed,Vehicle Miles Traveled,"79,925,000",Total
12/1/2003,2003,Region,PSRC Region,Observed,Vehicle Miles Traveled,"79,904,000",Total
12/1/2004,2004,Region,PSRC Region,Observed,Vehicle Miles Traveled,"80,102,000",Total
12/1/2005,2005,Region,PSRC Region,Observed,Vehicle Miles Traveled,"80,634,000",Total
12/1/2006,2006,Region,PSRC Region,Observed,Vehicle Miles Traveled,"81,534,000",Total
12/1/2007,2007,Region,PSRC Region,Observed,Vehicle Miles Traveled,"82,019,000",Total
12/1/2008,2008,Region,PSRC Region,Observed,Vehicle Miles Traveled,"80,034,000",Total
12/1/2009,2009,Region,PSRC Region,Observed,Vehicle Miles Traveled,"80,875,000",Total
12/1/2010,2010,Region,PSRC Region,Observed,Vehicle Miles Traveled,"83,060,000",Total
12/1/2011,2011,Region,PSRC Region,Observed,Vehicle Miles Traveled,"82,885,000",Total
12/1/2012,2012,Region,PSRC Region,Observed,Vehicle Miles Traveled,"80,855,000",Total
12/1/2013,2013,Region,PSRC Region,Observed,Vehicle Miles Traveled,"81,135,000",Total
12/1/2014,2014,Region,PSRC Region,Observed,Vehicle Miles Traveled,"82,247,000",Total
12/1/2015,2015,Region,PSRC Region,Observed,Vehicle Miles Traveled,"83,988,000",Total
12/1/2016,2016,Region,PSRC Region,Observed,Vehicle Miles Traveled,"86,885,000",Total
12/1/2017,2017,Region,PSRC Region,Observed,Vehicle Miles Traveled,"87,346,000",Total
12/1/2018,2018,Region,PSRC Region,Observed,Vehicle Miles Traveled,"88,396,000",Total
12/1/2019,2019,Region,PSRC Region,Observed,Vehicle Miles Traveled,"88,428,000",Total
12/1/2020,2020,Region,PSRC Region,Observed,Vehicle Miles Traveled,"74,196,000",Total
12/1/2021,2021,Region,PSRC Region,Observed,Vehicle Miles Traveled,"79,480,000",Total
12/1/2022,2022,Region,PSRC Region,Observed,Vehicle Miles Traveled,"80,712,688",Total
12/1/2018,2018,Region,PSRC Region,Forecast,Vehicle Miles Traveled,"88,396,000",Total
12/1/2019,2019,Region,PSRC Region,Forecast,Vehicle Miles Traveled,"88,428,000",Total
12/1/2020,2020,Region,PSRC Region,Forecast,Vehicle Miles Traveled,"88,872,000",Total
12/1/2021,2021,Region,PSRC Region,Forecast,Vehicle Miles Traveled,"88,904,000",Total
12/1/2022,2022,Region,PSRC Region,Forecast,Vehicle Miles Traveled,"89,381,000",Total
12/1/2023,2023,Region,PSRC Region,Forecast,Vehicle Miles Traveled,"89,857,000",Total
12/1/2024,2024,Region,PSRC Region,Forecast,Vehicle Miles Traveled,"90,334,000",Total
12/1/2025,2025,Region,PSRC Region,Forecast,Vehicle Miles Traveled,"90,810,000",Total
12/1/2026,2026,Region,PSRC Region,Forecast,Vehicle Miles Traveled,"91,287,000",Total
12/1/2027,2027,Region,PSRC Region,Forecast,Vehicle Miles Traveled,"91,763,000",Total
12/1/2028,2028,Region,PSRC Region,Forecast,Vehicle Miles Traveled,"92,240,000",Total
12/1/2029,2029,Region,PSRC Region,Forecast,Vehicle Miles Traveled,"92,716,000",Total
12/1/2030,2030,Region,PSRC Region,Forecast,Vehicle Miles Traveled,"93,669,000",Total
12/1/2031,2031,Region,PSRC Region,Forecast,Vehicle Miles Traveled,"94,278,000",Total
12/1/2032,2032,Region,PSRC Region,Forecast,Vehicle Miles Traveled,"94,887,000",Total
12/1/2033,2033,Region,PSRC Region,Forecast,Vehicle Miles Traveled,"95,496,000",Total
12/1/2034,2034,Region,PSRC Region,Forecast,Vehicle Miles Traveled,"96,106,000",Total
12/1/2035,2035,Region,PSRC Region,Forecast,Vehicle Miles Traveled,"96,715,000",Total
12/1/2036,2036,Region,PSRC Region,Forecast,Vehicle Miles Traveled,"97,324,000",Total
12/1/2037,2037,Region,PSRC Region,Forecast,Vehicle Miles Traveled,"97,933,000",Total
12/1/2038,2038,Region,PSRC Region,Forecast,Vehicle Miles Traveled,"98,542,000",Total
12/1/2039,2039,Region,PSRC Region,Forecast,Vehicle Miles Traveled,"99,151,000",Total
12/1/2040,2040,Region,PSRC Region,Forecast,Vehicle Miles Traveled,"99,760,000",Total
12/1/2041,2041,Region,PSRC Region,Forecast,Vehicle Miles Traveled,"100,354,000",Total
12/1/2042,2042,Region,PSRC Region,Forecast,Vehicle Miles Traveled,"100,948,000",Total
12/1/2043,2043,Region,PSRC Region,Forecast,Vehicle Miles Traveled,"101,542,000",Total
12/1/2044,2044,Region,PSRC Region,Forecast,Vehicle Miles Traveled,"102,136,000",Total
12/1/2045,2045,Region,PSRC Region,Forecast,Vehicle Miles Traveled,"102,730,000",Total
12/1/2046,2046,Region,PSRC Region,Forecast,Vehicle Miles Traveled,"103,324,000",Total
12/1/2047,2047,Region,PSRC Region,Forecast,Vehicle Miles Traveled,"103,918,000",Total
12/1/2048,2048,Region,PSRC Region,Forecast,Vehicle Miles Traveled,"104,512,000",Total
12/1/2049,2049,Region,PSRC Region,Forecast,Vehicle Miles Traveled,"105,106,000",Total
12/1/2050,2050,Region,PSRC Region,Forecast,Vehicle Miles Traveled,"105,600,000",Total
12/1/1980,1980,Region,PSRC Region,Observed,Vehicle Miles Traveled,16.3,per Capita
12/1/1981,1981,Region,PSRC Region,Observed,Vehicle Miles Traveled,17,per Capita
12/1/1982,1982,Region,PSRC Region,Observed,Vehicle Miles Traveled,17.4,per Capita
12/1/1983,1983,Region,PSRC Region,Observed,Vehicle Miles Traveled,18.1,per Capita
12/1/1984,1984,Region,PSRC Region,Observed,Vehicle Miles Traveled,18.8,per Capita
12/1/1985,1985,Region,PSRC Region,Observed,Vehicle Miles Traveled,19.1,per Capita
12/1/1986,1986,Region,PSRC Region,Observed,Vehicle Miles Traveled,19.7,per Capita
12/1/1987,1987,Region,PSRC Region,Observed,Vehicle Miles Traveled,21.6,per Capita
12/1/1988,1988,Region,PSRC Region,Observed,Vehicle Miles Traveled,22.6,per Capita
12/1/1989,1989,Region,PSRC Region,Observed,Vehicle Miles Traveled,23.6,per Capita
12/1/1990,1990,Region,PSRC Region,Observed,Vehicle Miles Traveled,22.6,per Capita
12/1/1991,1991,Region,PSRC Region,Observed,Vehicle Miles Traveled,22.5,per Capita
12/1/1992,1992,Region,PSRC Region,Observed,Vehicle Miles Traveled,22.5,per Capita
12/1/1993,1993,Region,PSRC Region,Observed,Vehicle Miles Traveled,22.8,per Capita
12/1/1994,1994,Region,PSRC Region,Observed,Vehicle Miles Traveled,22.9,per Capita
12/1/1995,1995,Region,PSRC Region,Observed,Vehicle Miles Traveled,23.7,per Capita
12/1/1996,1996,Region,PSRC Region,Observed,Vehicle Miles Traveled,23.4,per Capita
12/1/1997,1997,Region,PSRC Region,Observed,Vehicle Miles Traveled,24,per Capita
12/1/1998,1998,Region,PSRC Region,Observed,Vehicle Miles Traveled,24.1,per Capita
12/1/1999,1999,Region,PSRC Region,Observed,Vehicle Miles Traveled,24.2,per Capita
12/1/2000,2000,Region,PSRC Region,Observed,Vehicle Miles Traveled,23.9,per Capita
12/1/2001,2001,Region,PSRC Region,Observed,Vehicle Miles Traveled,23.5,per Capita
12/1/2002,2002,Region,PSRC Region,Observed,Vehicle Miles Traveled,23.8,per Capita
12/1/2003,2003,Region,PSRC Region,Observed,Vehicle Miles Traveled,23.6,per Capita
12/1/2004,2004,Region,PSRC Region,Observed,Vehicle Miles Traveled,23.4,per Capita
12/1/2005,2005,Region,PSRC Region,Observed,Vehicle Miles Traveled,23.3,per Capita
12/1/2006,2006,Region,PSRC Region,Observed,Vehicle Miles Traveled,23.1,per Capita
12/1/2007,2007,Region,PSRC Region,Observed,Vehicle Miles Traveled,22.9,per Capita
12/1/2008,2008,Region,PSRC Region,Observed,Vehicle Miles Traveled,22,per Capita
12/1/2009,2009,Region,PSRC Region,Observed,Vehicle Miles Traveled,22,per Capita
12/1/2010,2010,Region,PSRC Region,Observed,Vehicle Miles Traveled,22.5,per Capita
12/1/2011,2011,Region,PSRC Region,Observed,Vehicle Miles Traveled,22.3,per Capita
12/1/2012,2012,Region,PSRC Region,Observed,Vehicle Miles Traveled,21.6,per Capita
12/1/2013,2013,Region,PSRC Region,Observed,Vehicle Miles Traveled,21.5,per Capita
12/1/2014,2014,Region,PSRC Region,Observed,Vehicle Miles Traveled,21.4,per Capita
12/1/2015,2015,Region,PSRC Region,Observed,Vehicle Miles Traveled,21.5,per Capita
12/1/2016,2016,Region,PSRC Region,Observed,Vehicle Miles Traveled,21.8,per Capita
12/1/2017,2017,Region,PSRC Region,Observed,Vehicle Miles Traveled,21.5,per Capita
12/1/2018,2018,Region,PSRC Region,Observed,Vehicle Miles Traveled,21.4,per Capita
12/1/2019,2019,Region,PSRC Region,Observed,Vehicle Miles Traveled,21,per Capita
12/1/2020,2020,Region,PSRC Region,Observed,Vehicle Miles Traveled,17.3,per Capita
12/1/2021,2021,Region,PSRC Region,Observed,Vehicle Miles Traveled,18.4,per Capita
12/1/2022,2022,Region,PSRC Region,Observed,Vehicle Miles Traveled,18.4,per Capita
12/1/2018,2018,Region,PSRC Region,Forecast,Vehicle Miles Traveled,21.4,per Capita
12/1/2019,2019,Region,PSRC Region,Forecast,Vehicle Miles Traveled,21,per Capita
12/1/2020,2020,Region,PSRC Region,Forecast,Vehicle Miles Traveled,20.7,per Capita
12/1/2021,2021,Region,PSRC Region,Forecast,Vehicle Miles Traveled,20.5,per Capita
12/1/2022,2022,Region,PSRC Region,Forecast,Vehicle Miles Traveled,20.5,per Capita
12/1/2023,2023,Region,PSRC Region,Forecast,Vehicle Miles Traveled,20.3,per Capita
12/1/2024,2024,Region,PSRC Region,Forecast,Vehicle Miles Traveled,20.2,per Capita
12/1/2025,2025,Region,PSRC Region,Forecast,Vehicle Miles Traveled,20,per Capita
12/1/2026,2026,Region,PSRC Region,Forecast,Vehicle Miles Traveled,19.9,per Capita
12/1/2027,2027,Region,PSRC Region,Forecast,Vehicle Miles Traveled,19.7,per Capita
12/1/2028,2028,Region,PSRC Region,Forecast,Vehicle Miles Traveled,19.6,per Capita
12/1/2029,2029,Region,PSRC Region,Forecast,Vehicle Miles Traveled,19.4,per Capita
12/1/2030,2030,Region,PSRC Region,Forecast,Vehicle Miles Traveled,19.4,per Capita
12/1/2031,2031,Region,PSRC Region,Forecast,Vehicle Miles Traveled,19.3,per Capita
12/1/2032,2032,Region,PSRC Region,Forecast,Vehicle Miles Traveled,19.3,per Capita
12/1/2033,2033,Region,PSRC Region,Forecast,Vehicle Miles Traveled,19.2,per Capita
12/1/2034,2034,Region,PSRC Region,Forecast,Vehicle Miles Traveled,19.1,per Capita
12/1/2035,2035,Region,PSRC Region,Forecast,Vehicle Miles Traveled,19,per Capita
12/1/2036,2036,Region,PSRC Region,Forecast,Vehicle Miles Traveled,18.9,per Capita
12/1/2037,2037,Region,PSRC Region,Forecast,Vehicle Miles Traveled,18.9,per Capita
12/1/2038,2038,Region,PSRC Region,Forecast,Vehicle Miles Traveled,18.8,per Capita
12/1/2039,2039,Region,PSRC Region,Forecast,Vehicle Miles Traveled,18.8,per Capita
12/1/2040,2040,Region,PSRC Region,Forecast,Vehicle Miles Traveled,18.7,per Capita
12/1/2041,2041,Region,PSRC Region,Forecast,Vehicle Miles Traveled,18.7,per Capita
12/1/2042,2042,Region,PSRC Region,Forecast,Vehicle Miles Traveled,18.6,per Capita
12/1/2043,2043,Region,PSRC Region,Forecast,Vehicle Miles Traveled,18.5,per Capita
12/1/2044,2044,Region,PSRC Region,Forecast,Vehicle Miles Traveled,18.5,per Capita
12/1/2045,2045,Region,PSRC Region,Forecast,Vehicle Miles Traveled,18.4,per Capita
12/1/2046,2046,Region,PSRC Region,Forecast,Vehicle Miles Traveled,18.4,per Capita
12/1/2047,2047,Region,PSRC Region,Forecast,Vehicle Miles Traveled,18.3,per Capita
12/1/2048,2048,Region,PSRC Region,Forecast,Vehicle Miles Traveled,18.3,per Capita
12/1/2049,2049,Region,PSRC Region,Forecast,Vehicle Miles Traveled,18.2,per Capita
12/1/2050,2050,Region,PSRC Region,Forecast,Vehicle Miles Traveled,18.1,per Capita
